3,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Ca,Source,Calories,Match Index,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Snack 2 - 130.621511111111,,,,,,,,,,,,,,,,,,,,,,
Sourdough Bread 70% Hydration + Linseed,60,4.870222222222222,1.2028444444444446,25.078755555555553,0.7280000000000001,0,0.6627555555555555,0.32231111111111105,306.8828444444444,0,21.816000000000003,0.1528,7.072000000000001,Own Recipe,130.6215111111111,1260,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Dinner - 986.366607788852,,,,,,,,,,,,,,,,,,,,,,
Pure di patate 23/01,250,10.748800295311923,13.509043927648579,26.22554448135843,3.5703211517165014,0,2.897379106681432,19.414331856773714,131.6620524178664,28.40531561461794,36.874307862679956,0.03312107788851975,177.0967146548542,Own Recipe,269.4787744555186,1258,,,,,,
Pork & BBQ Beans P100 (no potato),1,55.47466666666666,32.97983333333333,36.27766666666667,6.808666666666667,0,12.049999999999999,31.534500000000005,1243.1899999999998,35,1514.2166666666665,3.2738333333333336,112.13333333333333,Own Recipe,663.8278333333333,1266,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Noshu 97% Sugar Free Dark Choc Baking Chips (100g),7,0.875,2.114,0.46900000000000003,0,0,0.21,2.044,0.7000000000000001,0,0,0,0,Woolworths,24.402,1579,,,,,,
Noshu 95% Sugar Free Milk Chocolate Melts (100g),7,0.665,2.702,0.42,0,0,0.343,1.673,3.5,0,0,0,0,Woolworths,28.657999999999998,1577,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,,,Daily Totals:,Goals:,Actual:,,
,,,,,,,,,,,,,,,,,,Protein,150,163.59906275378367,,-13.59906275378367
,,,,,,,,,,,,,,,,,,Fat,70,92.22529018087855,5.433790283417437,-22.225290180878545
,,,,,,,,,,,,,,,,,,Carb,220,157.76706895533403,12.22602813768924,62.232931044665975
,,,,,,,,,,,,,,,,,,Fibre,32.662000000000006,20.819411406423036,,11.84258859357697
,,,,,,,,,,,,,,,,,,Alcohol,0,0,,
,,,,,,,,,,,,,,,,,,Calories,2110,2115.4921384643776,,
,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,163.59906275378367,92.22529018087855,157.76706895533403,20.819411406423036,0,44.96420461424881,230.5826084533038,2365.127872129937,594.686234772979,2826.2247541528236,8.33315127353267,752.4094197120708,,2115.492138464378,,,,,,,
Goals,,150,70,220,29.54,0,,,,,,,,,2110,,,,,,,
