,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Ca,Source,Calories,Match Index,,,,,,
Tomato cherry raw,100,0.5,0.1,2.2,1.7000000000000002,0,2.2,0,10,0,240,0.5,11,Australian Government,11.700000000000001,1059,,,,,,
Sourdough Bread 70% 5 Stagioni,65,6.262148148148148,0.4025666666666667,30.41614814814815,0.8945925925925927,0,0.6709444444444443,0,352.4348148148148,0,0.15551851851851853,0,0.937925925925926,Own Recipe,150.3362851851852,1275,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Snack 2 - 124.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Peanut butter smooth & crunchy no added sugar or salt,20,4.859999999999999,10.86,1.88,1.3,0,1.04,3.638,2.4,0,126.4,0.344,10.8,Australian Government,124.69999999999999,772,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Dinner - 1209.45096666667,,,,,,,,,,,,,,,,,,,,,,
Pork forequarter shoulder roast lean raw,200,39.2,6.2,0,0,0,0,80.2,150,120,740,2.2,22,Australian Government,212.60000000000002,821,,,,,,
Oil olive,16,0,15.984000000000002,0,0,0,0,2.6016000000000004,0,0,0,0,0,Australian Government,143.85600000000002,717,,,,,,
Riverina Dairy Reduced Fat Fetta Cheese (100g),94,22.184,15.415999999999999,0.8460000000000001,0,0,0.094,10.527999999999999,1316,0,0,0,0,Woolworths,230.86400000000003,1674,,,,,,
Onion mature brown skinned peeled raw,43,0.559,0,2.4939999999999998,1.161,0,2.4939999999999998,0,3.44,0,77.4,0.10319999999999999,9.89,Australian Government,12.212,727,,,,,,
Beetroot canned in brine drained,22,0.264,0.022,1.9580000000000002,0.836,0,1.9580000000000002,0,61.16,0,25.52,0.15399999999999997,2.6399999999999997,Australian Government,9.086,124,,,,,,
Olive green or black drained,9,0.18,1.845,0.16200000000000003,0.207,0,0,1.1880000000000002,130.5,0,5.94,0.1719,4.68,Australian Government,17.973,726,,,,,,
Lettuce cos raw,50,0.7,0.15,0.9000000000000001,0.9000000000000001,0,0.9000000000000001,0,9,0,105,0.35,10,Australian Government,7.75,580,,,,,,
Tomato cherry raw,150,0.75,0.15,3.3000000000000003,2.5500000000000003,0,3.3000000000000003,0,15,0,360,0.75,16.5,Australian Government,17.55,1059,,,,,,
Pear brown skin unpeeled raw,50,0.15,0,5.2,1.7000000000000002,0,5.2,0,1,0,50,0.1,3,Australian Government,21.400000000000002,773,,,,,,
Sourdough Bread 70% 5 Stagioni,45,4.335333333333334,0.2787,21.057333333333336,0.6193333333333334,0,0.4644999999999999,0,243.9933333333333,0,0.10766666666666667,0,0.6493333333333334,Own Recipe,104.07896666666667,1275,,,,,,
Protein Breakfast Bar,1,9.907,13.198999999999998,12.8965,2.8129999999999997,0,2.0015,9.1592,8.65,0,137.95999999999998,1.3055999999999999,25.679999999999996,Own Recipe,210.005,1268,,,,,,
Fig fresh unpeeled raw,40,0.5599999999999999,0.12,3.24,1.32,0,3.24,0,1.2,0,72,0.12,15.2,Australian Government,16.28,426,,,,,,
Nut walnut raw unsalted,7,1.008,4.844,0.21,0.448,0,0.18900000000000003,0.46900000000000003,0.21,0,30.800000000000004,0.17500000000000002,6.23,Australian Government,48.468,699,,,,,,
Honey,9,0.018000000000000002,0,7.388999999999999,0,0,7.388999999999999,0,1.2600000000000002,0,5.58,0.018000000000000002,0.72,Australian Government,29.627999999999997,484,,Daily Totals:,Goals:,Actual:,,
Chobani No Fat Plain Yoghurt,150,14.549999999999999,0.3,6.300000000000001,0,0,4.95,0.15,48,0,0,0,0,Woolworths,86.1,1465,,Protein,150,150.67898148148151,,-0.6789814814815145
Blueberry purchased frozen,100,0.5,0,9.9,3.6000000000000005,0,9.5,0,2,0,77,0.36,11,Australian Government,41.6,150,,Fat,70,93.55626666666669,-6.9289251028807115,-23.556266666666687
,15,,,,,,,,,,,,,,,#N/A,,Carb,220,182.58848148148155,-15.590081481481604,37.41151851851845
,,,,,,,,,,,,,,,,,,Fibre,32.662000000000006,25.66142592592593,,7.000574074074077
,,,,,,,,,,,,,,,,,,Alcohol,0,0,,
,,,,,,,,,,,,,,,,,,Calories,2110,2175.0762518518522,,
,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,150.67898148148151,93.55626666666669,182.58848148148155,25.66142592592593,0,56.215444444444444,172.14249999999996,2675.873148148148,671.77,2665.9631851851855,9.317699999999999,221.43225925925924,,2175.0762518518522,,,,,,,
Goals,,150,70,220,29.54,0,,,,,,,,,2110,,,,,,,
