Food Name,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Calcium,Source,Price,Package Size,Package Size Parsed
Cabbage red raw USDA,100,1.43,0.16,7.37,2.1,0,3.83,0.021,27,0,243,0.8,45,USDA,,,
Squash winter spaghetti raw,100,0.64,0.57,6.91,1.5,0,2.76,0.117,17,0,108,0.31,23,USDA,,,
Yam raw,100,1.53,0.17,27.88,4.1,0,0.5,0.037,9,0,816,0.54,17,USDA,,,
Tripe Beef Raw,100,12.1,3.69,0,0,0,0,1.29,97,122,67,0.59,69,USDA,,,
Liver Beef Raw,100,20.4,3.63,3.89,0,0,0,1.23,69,275,313,4.9,5,USDA,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Auricchio Provolone Dolce,100,23,30,0,0,0,0,0,1600,0,0,0,0,Website,,,
Green Banana Flour,100,3.5,0,75,12,0,0,0,0,0,1230,0.94,18,Website,,,
Lindt Lindor Average,8,4.5,47.8,43.2,0,0,41.8,35.6,73,0,0,0,0,Website,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Woolworths Light Sour Cream (100g),100,2.6,18,3.1,0,0,2.9,11.7,33,0,0,0,0,Woolworths,3.25,300mL,300
Jarlsberg Original Cheese Block (100g),100,27,27,0,0,0,0,17,480,0,0,0,0,Woolworths,10.5,250G,250
Woolworths Sesame Bagels (serving),1,8.7,6,48.9,5.1,0,6,1,530,0,0,0,0,Woolworths,2.5,4 Pack,>4<
Arnott's Marie Biscuit,3,1.6,2.9,18.3,0,0,5.2,1.4,47,0,0,0,0,Woolworths,,,
Arnott's Milk Coffee,100,6.6,11,75.7,0,0,23.4,5.4,284,0,0,0,0,Woolworths,,,
Arnott's Tim Tam Chocolate Original,100,4.6,26.9,63.9,0,0,44.9,15.1,161,0,0,0,0,Woolworths,,,
Ayam Black Sesame Oil,100,0,91.2,0,0,0,0,15.8,1,0,0,0,0,Woolworths,,,
Ayam Pure Sesame Oil,100,1,99.9,1,0,0,1,16.5,6,0,0,0,0,Woolworths,,,
Barilla Egg Tagliatelle,100,15,5.2,64.8,0,0,3.5,1.5,40,0,0,0,0,Woolworths,,,
Barilla Lasagne Pasta,100,13.5,4,67,0,0,3,1.2,30,0,0,0,0,Woolworths,,,
Barilla Penne Rigate Pasta No 73,100,12,0,71.7,0,0,3.5,0.5,5,0,0,0,0,Woolworths,,,
Cadbury Hot Chocolate Powder,100,5.4,2.3,83.8,0,0,77.1,1.3,4,0,0,0,0,Woolworths,,,
Cadbury Roses,2,1.3,6.6,15.1,0,0,13,3.8,37,0,0,0,0,Woolworths,,,
Chobani Greek Yoghurt Plain Whole Milk,100,8.7,4,3.9,0,0,2.7,2.6,24,0,0,0,0,Woolworths,,,
Chobani No Fat Plain Yoghurt,100,9.7,0.2,4.2,0,0,3.3,0.1,32,0,0,0,0,Woolworths,,,
Essentials Sardines In Springwater,100,22.5,3.3,1,0,0,1,1.1,102,129,352,3.95,725,Woolworths,,,
Gorgonazola Dolce Blue Cheese,100,19,26,0,0,0,0,15.08,1450,0,0,0,0,Woolworths,,,
Helga's Bread Light Rye,100,9,2.3,44.3,0,0,2.7,1,400,0,0,0,0,Woolworths,,,
Helga's Bread Traditional White,100,8.2,2.4,43.1,0,0,3,1,400,0,0,0,0,Woolworths,,,
Helga's Bread Traditional Wholemeal,100,9,2.5,41.5,0,0,3,1,400,0,0,0,0,Woolworths,,,
La Casa Del Formaggio Cherry Bocconcini,100,19.2,19.9,1.6,0,0,1,13.6,106,0,0,0,,Woolworths,,,
Mutti Cherry Tomatoes,100,1.3,0.2,4.4,0,0,3.3,0,18.1,0,0,0,0,Woolworths,,,
Mutti Mutti Baby Roma Tomatoes,100,1.1,0,3.6,0,0,2.9,0,40,0,0,0,0,Woolworths,,,
Mutti Passata,100,1.6,0.3,5.1,0,0,4.5,0.1,260,0,0,0,0,Woolworths,,,
Pate (Tasmanian Pate Free Range with pepper),100,9.4,13.5,6.9,0,0,1.1,6.2,641,0,0,0,0,Woolworths,,,
Prb Soy Sauce Gold Label,100,7.3,1,8.4,0,0,5,1,7870,0,0,0,0,Woolworths,,,
Tofu Hard ,100,15,6.4,1,0,0,1,1.1,49,0,19,0,0,Woolworths,,,
Vitasoy Soy Milk,100,3.3,3,5,0.5,0,2.6,0.5,60,0,0,0,120,Woolworths,,,
Well Naturally No Sugar Added Dark Coconut Rough,100,6.8,46,6.6,23.4,0,1.4,30.3,13,0,0,0,0,Woolworths,,,
Well Naturally No Sugar Added Milk Choc Bar,100,7.3,36.6,10.4,0,0,9.1,22.9,92,0,0,0,0,Woolworths,,,
Well Naturally No Sugar Dark Chocolate Almond Chip,100,8.1,44.5,5.3,24.3,0,0.9,23.9,70,0,0,0,0,Woolworths,,,
Tuna Chunks in Springwater,100,22.5,0.9,0,0,0,0,0.2,209,53,204.99999999999997,1.16,5,"Woolworths, AuGov",,,
Black Beans Canned (average),100,7,0.74,12.62,6.9,0,1.28,0.28,108.8,0,0,0,0,"Woolworths, USDA",,,
Four Bean Mix No Added Salt,100,6.8,0.7,13.7,4.8,0,0.7,0.2,16,0,173,0,0,Woolworths,,,
Woolworths Mexican Style 3 Bean Mix,100,7.8,0.7,13.1,4,0,0.5,0.1,16,0,0,0,0,Woolworths,,,
Woolworths Medium Salsa ,100,1.5,0.2,8.6,1,0,7.3,0.1,520,0,0,0,0,Woolworths,,,
Tip Top 9 Grain Bread Original,100,12.1,5,35.1,6.5,0,2.2,0.6,400,0,0,0,0,Woolworths,,,
Filla Bakery Lebanese Wholemeal,100,10.2,0.4,58.1,4,0,0.7,0.1,500,0,0,0,0,Woolworths,,,
Spud Lite 25% Less Carb Potato,100,1.4,0,8.9,1.4,0,1.1,0,10,0,370,0,0,Woolworths,,,
Sam's pantry chocolate brownie protein bar,1,10,12.3,10.8,2.4,0,6.7,3.3,103,0,0,0,0,Woolworths,,,
Bacon rindless ,100,8.1,6,1,0,0,0,2.5,685,200,0,0,0,Fat secret,,,
Smoked Oysters in Springwater,100,19.7,4.3,2.6,0,0,0,1.9,255,85,281.25,5.05,238.75,Woolworths,,,
Sam's Pantry Roasted Hazelnut Protein Bar,100,26.3,31.5,28.9,0,0,17.6,8.6,202,0,0,0,0,Woolworths,,,
Raw C Coconut Water,100,1,1,3.8,0,0,3.4,1,28,0,0,0,0,Woolworths,6,,
Just Caught Raw Prawns Peeled Tail On,100,16.1,1.2,0,0,0,0,0,0,0,0,0,0,Woolworths,,,
Macro Tempeh ,100,12.4,5,1,7.6,0,0,0.9,5,0,0,0,0,Woolworths,,,
Five Spice Bean Cake,100,23,3.5,8.4,1.9,0,1.1,0.6,623,0,0,0,0,Woolworths,,,
Woolworths Light Thickened Cream,100,2.8,18.2,3.7,0,0,3.4,12.9,32,0,0,0,0,Woolworths,,,
French Fries Original Chips,100,7.4,33.4,49.4,0,0,3.2,15.6,717,0,0,0,0,Woolworths,3.5,,
The Culture Co. Kefir Yogurt Blueberry,100,4.9,2.9,6.1,0,0,0,1.8,50,0,0,0,0,Woolworths,5,,
Woolworths Creamed Cottage Cheese,100,12.2,1.4,5.2,0,0,4.9,1,325,0,0,0,0,Woolworths,4,,
Tofu Hard Woolworths ,100,15.5,8.2,4.3,1.3,0,0.7,1.2,3,0,0,0,0,Woolworths,,,
Kewpie Japanese Mayonnaise,100,1.6,76.2,4.7,0,0,0,11.9,676,0,0,0,0,Woolworths,5.95,,
Don Premium Butcher's Style Rindless Bacon,100,19,12,1.6,0,0,1.6,4.6,1040,0,0,0,0,Woolworths,6.3,,
Don Premium Double Smoked Pan Size Bacon,100,16.2,11.4,1.3,0,0,1.3,4.3,1070,0,0,0,0,Woolworths,6.3,,
Farmers Union Greek Style Natural Yoghurt,100,4.8,9.4,5.2,0,0,5.2,6.1,57,0,0,0,162,Woolworths,5.2,,
Magnum Ice Cream Classic,1,3.3,16.9,20.7,0,0,19.4,10.9,40,0,0,0,0,Woolworths,,,
Woolworths Country Style Hot Roast Chicken,100,21.3,12,2.6,0,0,0,3.6,559,0,0,0,0,Woolworths,,,
Woolworths Diamond Ciabatta White Roll 4 pack,1,7.7,2.2,44.8,0,0,2.9,0.8,387,0,0,0,0,Woolworths,,,
Frico Maasdam Cheese ,100,26.8,28.1,0,0,0,0,17.9,527,0,0,0,0,Woolworths,,,
Coconut Flakes (Woolworths),100,6.7,65.1,23.3,14.8,0,5.3,62.3,41,0,0,0,0,Woolworths,,,
Macro Nutritional Yeast Flakes,100,4.7,19.8,4.8,20.5,0,0,0.9,58,0,0,0,0,Woolworths,,,
San Remo Pulse Pasta,100,21.3,3.2,56.7,7.8,0,1.4,1,3,0,0,0,0,Woolworths,,,
Real Foods Corn Thins Multigrain Rice Cake,100,10.6,3.4,72.1,6.8,0,0.6,0.5,259,0,0,0,0,Woolworths,,,
Vetta Smart Fibre Penne Pasta,100,12.5,2,66.4,6.4,0,3,0.3,7,0,0,0,0,Woolworths,,,
Natural Premium Nut Mix Woolworths,100,16.9,56,10.1,8.2,0,4.6,5.4,5,0,0,0,0,Woolworths,,,
Woolworths Wholegrain Mustard,100,7.2,11.8,2.3,8.3,0,1.6,0,2100,0,0,0,0,Woolworths,,,
Bell Farms Hash Browns,100,2.2,10,21.8,2,0,0.4,1.3,360,0,0,0,0,Woolworths,,,
Popping Corn Kernels,100,11.8,4.1,55,10.7,0,4.5,0.6,5,0,0,0,0,Woolworths,,,
V8 Breakfast Juice,100,0.4,0.1,12.4,0.2,0,11.6,0.1,20,0,0,0,0,Woolworths,,,
Ocean Trout Smoked,100,22.6,7.2,0,0,0,0,1.5,1170,0,0,0,0,Woolworths,,,
Kikkoman Soy Sauce,100,10.3,0,8.1,0,0,1.3,0,6458,0,0,0,0,Woolworths,,,
Annalisa Baked Beans in Tomato Sauce,100,4.7,0.3,18.7,0,0,6.1,0,370,0,0,0,0,Woolworths,,,
Doritos Corn Chips Original,100,8.2,23.2,63.7,0,0,1,2.7,435,0,0,0,0,Woolworths,,,
Pandaroo Lite Coconut Milk,100,0,5,0,0,0,0,4.65,42,0,0,0,0,Woolworths,,,
Well Naturally Milk Chocolate Peppermint chip,100,6.3,33.7,10.1,21.7,0,9.5,21.1,46,0,0,0,0,Woolworths,,,
Danish Style Fetta Woolworths,100,15.5,19,4.3,0,0,1,13,1160,0,0,0,0,Woolworths,,,
Unsweetened Almond Milk Woolworths,100,0.6,1.3,0.6,0,0,0.2,0.1,44,0,0,0,0,Woolworths,,,
Mixed Berries Frozen Woolworths,100,0.847,0.161,6.891,4.051,0,6.692,0,0.75,0,124.63,0.46420000000000006,20.339999999999996,Woolworths - calculated,,,
Sandhurst Semi Dried Tomato Strips,100,1.5,0,6.7,14.7,0,6,0,330,0,0,0,0,Woolworths,,,
The Dutch Company European Foods Wholegrain Pumpernickel ,100,5.6,1.4,37.5,10.8,0,0,0.3,500,0,0,0,0,Coles,,,
Ayam Malaysian Nyonya Curry Paste Ayam Malaysian Nyonya Curry Paste 185g ,100,2.6,13.5,12.6,0,0,6.9,3,1628,0,0,0,0,Coles,,,
Ayam Malaysian Laksa Paste 185g,100,3.3,4.8,12.3,7.8,0,5,0,1791,0,0,0,0,Woolworths,,,
Mr Chen's Thick Egg Noodles 300g,100,18.8,6.15,69.4,0,0,1.3,1.24,390,0,0,0,0,Woolworths,,,
Byron Bay Cookies Macadamia,8,6.8,43,44.2,0,0,16.7,27.6,170,0,0,0,0,Woolworths,,,
Snickers Chocolate Creamy Ice Bar,1,3.1,9.8,19.5,0,0,14,5.4,41,0,0,0,0,Woolworths,,,
Peters Original Twin Pole Vanilla Choc,1,1.3,4.5,15.8,0,0,13.4,3.5,55,0,0,0,0,Woolworths,,,
Olina's Bakehouse Artisan Cookies Triple Chocolate,1,0.9,3.4,9.9,0,0,7.1,2.6,60,0,0,0,0,Woolworths,2.5,,
Woolworths Light Thickened Cream,1,0.60g,3.70g,0.80g,-,0,0.70g,2.70g,7.00mg,0,0,0,0,Woolworths,2.6,,
Just Caught Atlantic Salmon Skinless (serving),1,19,13.5,0,0,0,0,2.2,120,0,0,0,0,Woolworths,29,1Kg,1000
Just Caught Atlantic Salmon Skinless (100g),100,19,13.5,0,0,0,0,2.2,120,0,0,0,0,Woolworths,29,1Kg,1000
Ocean Chef Fish King Snapper Portions (serving),1,25.6,1.5,0,0,0,0,0.493,75,0,0,0,0,Woolworths,29,1Kg,1000
Ocean Chef Fish King Snapper Portions (100g),100,20.5,1.2,0,0,0,0,0.394,60,0,0,0,0,Woolworths,29,1Kg,1000
Woolworths Frozen Mixed Berries (serving),1,1.5,1.5,12.6,6.2,0,12.2,1.5,8,0,0,0,0,Woolworths,10,1Kg,1000
Woolworths Frozen Mixed Berries (100g),100,1,1,8.4,4.1,0,8.1,1,5,0,0,0,0,Woolworths,10,1Kg,1000
Umami Edamame Salad (serving),1,6.3,1,7.05,0,0,1.6,0.15,1.5,0,0,0,0,Woolworths,2.5,200G,200
Umami Edamame Salad (100g),100,12.6,2,14.1,0,0,3.2,0.3,3,0,0,0,0,Woolworths,2.5,200G,200
Bell Farms Chopped Spinach (serving),1,1.5,0,1.5,2.5,0,1,0,27,0,0,0,0,Woolworths,0.95,250G,250
Bell Farms Chopped Spinach (100g),100,2,0,2,3.3,0,1.3,0,36,0,0,0,0,Woolworths,0.95,250G,250
Woolworths Shredded Mozzarella Cheddar & Pecorino Blend (serving),1,6.5,6.9,0.6,0,0,0.4,4.3,187,0,0,0,0,Woolworths,5,250g,250
Woolworths Shredded Mozzarella Cheddar & Pecorino Blend (100g),100,25.9,27.7,2.4,0,0,1.5,17,747,0,0,0,0,Woolworths,5,250g,250
Woolworths Lean Pork Mince (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,6,500G,500
Woolworths Lean Pork Mince (100g),100,19.5,10.6,0,0,0,0,4,58,0,0,0,0,Woolworths,6,500G,500
Woolworths Soy Milk (serving),1,8.5,7.2,12.5,1.5,0,4.2,0.5,170,0,0,0,0,Woolworths,1.15,1L,1000
Woolworths Soy Milk (100g),100,3.4,2.9,5,0.6,0,1.7,0.2,68,0,0,0,0,Woolworths,1.15,1L,1000
Pureharvest Organic Oat Milk (serving),1,3.5,3.3,19.3,0,0,8.8,0.5,113,0,0,0,0,Woolworths,1.4,1L,1000
Pureharvest Organic Oat Milk (100g),100,1.4,1.3,7.7,0,0,3.5,0.2,45,0,0,0,0,Woolworths,1.4,1L,1000
Pure Harvest Organic Oat Creamy (serving),1,2.2,7.5,12.8,0,0,10.5,0.8,112,0,0,0,0,Woolworths,1.5,1l,1000
Pure Harvest Organic Oat Creamy (100g),100,0.9,3,5.1,0,0,4.2,0.3,45,0,0,0,0,Woolworths,1.5,1l,1000
Just Caught Frozen Natural Squid Rings (serving),1,16.8,0,1.8,0,0,0,0,258,0,0,0,0,Woolworths,7,500g,500
Just Caught Frozen Natural Squid Rings (100g),100,16.8,0,1.8,0,0,0,0,258,0,0,0,0,Woolworths,7,500g,500
Obento Mirin Seasoning (serving),1,0.02,0.01,18,0,0,10,0,25,0,0,0,0,Woolworths,4.4,250mL,250
Obento Mirin Seasoning (100g),100,0.08,0.05,72,0,0,40,0,95,0,0,0,0,Woolworths,4.4,250mL,250
Obento Japanese Cooking Sake (serving),1,0.1,0,1.1,0.03,0,0.7,0,145,0,0,0,0,Woolworths,3.6,250mL,250
Obento Japanese Cooking Sake (100g),100,0.3,0,4.2,0.1,0,2.8,0,580,0,0,0,0,Woolworths,3.6,250mL,250
Helga's Bread Traditional Wholemeal (serving),1,6.7,2.2,33.7,4.5,0,1.9,0,290,0,0,0,0,Woolworths,4.4,750G,750
Helga's Bread Traditional Wholemeal (100g),100,8.1,2.6,40.6,5.4,0,2.3,0,350,0,0,0,0,Woolworths,4.4,750G,750
Mckenzie's Rice Flour (serving),1,4.4,0,40.7,0.5,0,0,0,0,0,0,0,0,Woolworths,1.7,375G,375
Mckenzie's Rice Flour (100g),100,8.8,1.1,81.3,1,0,0,0,0,0,0,0,0,Woolworths,1.7,375G,375
Mckenzie's Arrowroot Tapioca Flour (serving),1,0.2,0.2,22.5,0.23,0,0.2,0.2,2,0,0,0,0,Woolworths,1.9,175G,175
Mckenzie's Arrowroot Tapioca Flour (100g),100,1,1,90,0.9,0,1,1,8,0,0,0,0,Woolworths,1.9,175G,175
Mckenzie's Dried Chickpeas (serving),1,10.1,2.7,23.9,8.7,0,1.4,0,2.6,0,0,0,0,Woolworths,1.9,375G,375
Mckenzie's Dried Chickpeas (100g),100,20.2,5.3,47.8,17.3,0,2.7,0,5.2,0,0,0,0,Woolworths,1.9,375G,375
Mckenzie's Dried Green Split Peas (serving),1,11.2,1.2,21.6,9.3,0,1.2,0.5,2,0,0,0,0,Woolworths,1.9,500G,500
Mckenzie's Dried Green Split Peas (100g),100,22.3,2.3,43.1,18.6,0,2.3,1,5,0,0,0,0,Woolworths,1.9,500G,500
Mckenzie's Dried Veg Pearl Barley (serving),1,5,1.9,29.7,7.5,0,0,0,0,0,0,0,0,Woolworths,1.9,500G,500
Mckenzie's Dried Veg Pearl Barley (100g),100,10,3.8,59.4,15,0,1.2,1,5,0,0,0,0,Woolworths,1.9,500G,500
Mckenzie's Dried Veg Yellow Split Peas (serving),1,11.6,1.4,18.3,12.7,0,1,0.5,2,0,0,0,0,Woolworths,1.9,500G,500
Mckenzie's Dried Veg Yellow Split Peas (100g),100,23.3,2.7,36.6,25.4,0,1.9,1,5,0,0,0,0,Woolworths,1.9,500G,500
Mckenzie's Soup Mix (serving),1,9,1.7,28.2,5.2,0,0.6,0.5,3,0,0,0,0,Woolworths,1.9,500G,500
Mckenzie's Soup Mix (100g),100,18,3.4,56.4,10.3,0,1.3,1,6,0,0,0,0,Woolworths,1.9,500G,500
Mckenzie's Coconut Fine Desiccated (serving),1,1.8,16.8,2,3.5,0,1.8,16,4,0,0,0,0,Woolworths,2.2,250G,250
Mckenzie's Coconut Fine Desiccated (100g),100,7.4,67.2,7.9,14,0,7.4,64,14,0,0,0,0,Woolworths,2.2,250G,250
Mckenzie's Minestrone Soup Kit (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,2.5,180G,180
Mckenzie's Minestrone Soup Kit (100g),100,6.5,0.9,12.5,5.3,0,1.4,0.14,212,0,0,0,0,Woolworths,2.5,180G,180
Mckenzie's Ancient Grain Soup Mix (serving),1,9.8,1.4,27.9,6,0,0.6,0,3,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Ancient Grain Soup Mix (100g),100,19.6,2.9,55.8,12,0,1.3,0.1,6,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Barley & Freekeh (serving),1,6.2,1.6,30,7,0,1.1,0.5,2,0,0,0,0,Woolworths,2.6,375g,375
Mckenzie's Barley & Freekeh (100g),100,12.4,3.2,60.1,14,0,2.2,1,5,0,0,0,0,Woolworths,2.6,375g,375
Mckenzie's Beans Red Kidney (serving),1,11.3,0,17.8,10.8,0,1.7,0,1.5,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Beans Red Kidney (100g),100,22.5,1.8,35.6,21.5,0,3.4,0,3,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Black Beans (serving),1,10.7,0,19.2,10.75,0,1.15,0,4.5,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Black Beans (100g),100,21.3,0,38.4,21.5,0,2.3,0,9,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Dried Veg Borlotti Beans (serving),1,10.1,1.2,15.4,15.8,0,1.4,0.5,2,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Dried Veg Borlotti Beans (100g),100,20.2,2.3,30.9,31.7,0,2.9,1,5,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Five Bean Mix (serving),1,10.4,1.8,16.5,14.2,0,1.4,0.5,4,0,0,0,0,Woolworths,2.6,375g,375
Mckenzie's Five Bean Mix (100g),100,20.7,3.5,33,28.4,0,2.9,1,9,0,0,0,0,Woolworths,2.6,375g,375
Mckenzie's Lentils Red (serving),1,12.6,1.2,20.2,9.6,0,0.7,0.5,2,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Lentils Red (100g),100,25.2,2.3,40.3,19.3,0,1.4,1,5,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Lentils Whole Green (serving),1,12.2,0.8,19.9,11.2,0,1.1,0.5,2,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Lentils Whole Green (100g),100,24.5,1.7,39.8,22.3,0,2.2,1,5,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Soup Mix Italian Style (serving),1,11.2,1.6,22.4,7.6,0,0.6,0.5,3,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Soup Mix Italian Style (100g),100,22.4,3.2,44.9,15.2,0,1.3,1,6,0,0,0,0,Woolworths,2.6,375G,375
Mckenzie's Bi Carb Soda (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,2.7,500G,500
Mckenzie's Bi Carb Soda (100g),100,0,0,0,0,0,0,0,27380,0,0,0,0,Woolworths,2.7,500G,500
Mckenzie's Bi Carb Soda (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,2.77,1Kg,1000
Mckenzie's Bi Carb Soda (100g),100,0,0,0,0,0,0,0,27380,0,0,0,0,Woolworths,2.77,1Kg,1000
Mckenzie's Baking Powder (serving),1,0,0,2.5,0.01,0,0,0,700,0,0,0,0,Woolworths,2.85,125G,125
Mckenzie's Baking Powder (100g),100,2.9,0,50.4,0.1,0,0,0,14000,0,0,0,0,Woolworths,2.85,125G,125
Mckenzie's Coconut Shredded Loose (serving),1,1.9,16.8,2,3.5,0,1.8,16,0,0,0,0,0,Woolworths,2.88,215G,215
Mckenzie's Coconut Shredded Loose (100g),100,7.4,67.2,7.9,14,0,7.4,64,14,0,0,0,0,Woolworths,2.88,215G,215
Mckenzie's Acid Citric (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,3,75G,75
Mckenzie's Acid Citric (100g),100,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,3,75G,75
Mckenzie's Bi Carb Soda (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,3.15,350G,350
Mckenzie's Bi Carb Soda (100g),100,0,0,0,0,0,0,0,27380,0,0,0,0,Woolworths,3.15,350G,350
Mckenzie's Coconut Moist Flakes (serving),1,1.2,9.2,9.6,2.4,0,8.1,8.8,42,0,0,0,0,Woolworths,3.6,225G,225
Mckenzie's Coconut Moist Flakes (100g),100,4.6,36.9,38.2,9.8,0,32.5,35.1,166,0,0,0,0,Woolworths,3.6,225G,225
Mckenzie's Chick Peas (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,3.7,1Kg,1000
Mckenzie's Chick Peas (100g),100,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,3.7,1Kg,1000
Mckenzie's French Style Lentils (serving),1,12.1,0.8,20.6,10.4,0,0.5,0.5,2,0,0,0,0,Woolworths,3.7,375G,375
Mckenzie's French Style Lentils (100g),100,24.2,1.7,41.2,20.8,0,1,1,5,0,0,0,0,Woolworths,3.7,375G,375
Mckenzie's Pepper Black Coarse Milled (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,3.7,100G,100
Mckenzie's Pepper Black Coarse Milled (100g),100,10.7,2.7,42.1,26.3,0,0.6,1.15,25,0,0,0,0,Woolworths,3.7,100G,100
Mckenzie's Pepper Black Ground (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,3.7,100G,100
Mckenzie's Pepper Black Ground (100g),100,10.7,2.7,42.1,26.3,0,0.6,1.15,25,0,0,0,0,Woolworths,3.7,100G,100
Mckenzie's Pepper White Ground (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,3.7,100G,100
Mckenzie's Pepper White Ground (100g),100,10.7,2.7,42.1,26.3,0,0.6,1.15,25,0,0,0,0,Woolworths,3.7,100G,100
Mckenzie's Baking Powder (serving),1,0,0,0,0,0,0,0,0,0,0,0,0,Woolworths,3.95,300G,300
Mckenzie's Baking Powder (100g),100,0,0,0,0.1,0,0,0,0,0,0,0,0,Woolworths,3.95,300G,300
Mckenzie's Brown Rice Flour (serving),1,4.6,3.1,35.3,1,0,0.5,0.7,2,0,0,0,0,Woolworths,4,330G,330
Mckenzie's Brown Rice Flour (100g),100,9.1,6.2,70.6,1.9,0,1,1.4,5,0,0,0,0,Woolworths,4,330G,330
Mckenzie's Californian Walnuts (serving),1,4.4,20.6,1.4,0,0,0.7,1.8,8,0,0,0,0,Woolworths,0,80g,80
Mckenzie's Californian Walnuts (100g),100,14.5,68.5,4.7,0,0,2.4,5.9,28,0,0,0,0,Woolworths,0,80g,80
Mckenzie's Chickpea Flour (serving),1,11,4.2,23.8,5,0,1.7,0.6,6,0,0,0,0,Woolworths,4,330G,330
Mckenzie's Chickpea Flour (100g),100,21.9,8.3,47.7,10.1,0,3.4,1.2,13,0,0,0,0,Woolworths,4,330G,330
Oreo Cookie Sandwich Sticks (serving),1,2.5,9.9,21,0,0,16.3,6.4,90,0,0,0,0,Woolworths,4.75,4 Pack,>4<
Woolworths Corned Beef Silverside Portion (100g),100,18.1,2.8,3.5,0,0,1.8,1.5,1003,0,0,0,0,Woolworths,20.9,500G - 1.1Kg,>500<
Noshu 95% Sugar Free Milk Chocolate Melts (serving),1,2.4,9.6,1.5,0,0,1.2,6,12,0,0,0,0,Woolworths,5.6,150G,150
Noshu 95% Sugar Free Milk Chocolate Melts (100g),100,9.5,38.6,6,0,0,4.9,23.9,50,0,0,0,0,Woolworths,5.6,150G,150
Noshu 97% Sugar Free Dark Choc Baking Chips (serving),1,3.1,7.6,1.7,0,0,0.8,7.3,3,0,0,0,0,Woolworths,4.6,150G,150
Noshu 97% Sugar Free Dark Choc Baking Chips (100g),100,12.5,30.2,6.7,0,0,3,29.2,10,0,0,0,0,Woolworths,4.6,150G,150
Woolworths Basmati Rice (100g),100,6.3,0,78.8,2.1,0,0.2,0,5,0,0,0,0,Woolworths,3.75,1Kg,1000
Woolworths Washed Potatoes (100g),100,2.3,0.1,12.6,1.8,0,0.7,0,4,0,0,0,0,Woolworths,7.5,2Kg,2000
Woolworths Frozen Mixed Berries (100g),100,1,1,8.4,4.1,0,8.1,1,5,0,0,0,0,Woolworths,10,1Kg,1000
Woolworths Frozen Pitted Cherries (100g),100,0.8,0.2,10.9,0.6,0,10.9,0.1,0,0,0,0,0,Woolworths,7,500G,500
Woolworths Pineapple Slices In Juice (100g),100,0.5,0.6,12,0.8,0,12,0,5,0,0,0,0,Woolworths,1.65,425G,425
Woolworths Essentials Plain Flour (100g),100,10.9,1.3,70.4,3.5,0,2.3,0,0,0,0,0,0,Woolworths,2.2,2Kg,2000
Twisted Healthy Treats Licks 99% Sugar Free Rich Chocolate Sticks (serving),1,5.3,13.6,1.9,0,0,0.9,10,61,0,0,0,0,Woolworths,7,4 Pack,
Woolworths Chicken Mince (100g),100,19.2,6,1.1,0,0,0.1,1.81,52,0,0,0,0,Woolworths,5.5,500G,500
