Food Name,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Calcium,Source,Price,Package Size,Package Size Parsed
Fruit drink cranberry,100,0,0,11.3,0.1,0,11.3,0,16,0,20,0.25,8,Australian Government,,,
Fruit drink orange juice,100,0.2,0,10.4,0,0,10.4,0,9,0,72,0.05,8,Australian Government,,,
Fruit salad canned in fruit juice,100,0.7,0.1,9.8,1.4,0,9.8,,4,0,150,0.36,6,Australian Government,,,
Fruit salad canned in fruit juice drained,100,0.8,0.2,9.5,2.3,0,9.5,0,4,0,135,0.4,6,Australian Government,,,
Fruit salad canned in fruit juice juice only,100,0.4,0,10.2,0.2,0,10.2,0,4,0,170,0.3,6,Australian Government,,,
Garlic peeled fresh raw,100,6.1,2.8,10.2,16.9,0,1.5,35,8,0,510,1.7,30,Australian Government,,,
Gelatine all types,100,84.4,0.4,0,0,0,0,50,330,0,7,2.1,250,Australian Government,,,
Gemfish flesh raw,100,13.2,2.6,0.1,0,0,0.1,30.9,40,39,142,0.38,11,Australian Government,,,
Gemfish flesh steamed no added fat,100,23.3,3.1,0.3,0,0,0.3,30.9,72,55,274,0.65,10,Australian Government,,,
Ghee clarified butter,100,0.3,99.9,0,0,0,0,69.58,2,290,5,0,4,Australian Government,,,
Gherkin pickled drained commercial,100,0.4,0.3,24.4,0.9,0,23.6,0,520,0,11,0.5,22,Australian Government,,,
Ginger dried ground,100,9,4.2,57.5,14.1,0,3.4,64.86,27,0,1320,19.8,114,Australian Government,,,
Ginger peeled fresh raw,100,0.8,0.4,4.8,2.8,0,1.7,0,11,0,240,0.6,17,Australian Government,,,
Glucose liquid or syrup,100,0,0,87.5,0,0,33,0,150,0,3,0.5,8,Australian Government,,,
Gluten from wheat vital wheat gluten,100,75.2,0,13.2,0.6,0,0,21.97,29,0,100,5.2,142,Australian Government,,,
Goat all cuts separable fat raw,100,12.2,44.6,0,0,0,0,57.2,45,129,125,2,13,Australian Government,,,
Goat forequarter lean raw,100,21.6,1.8,0,0,0,0,45.2,74,72,315,2.35,10,Australian Government,,,
Goat leg lean raw,100,22.2,2.1,0,0,0,0,52.8,64,77,340,2.5,6,Australian Government,,,
Goat loin lean raw,100,22.2,1.4,0,0,0,0,44.65,76,70,340,2.95,10,Australian Government,,,
Goat meat all cuts lean raw,100,22,1.8,0,0,0,0,,72,73,332,2.6,9,Australian Government,,,
Goat meat all cuts untrimmed raw,100,21.2,5.6,0,0,0,0,,69,78,313,2.55,9,Australian Government,,,
Goji berry dried,100,14.3,1.8,59,13,0,53.6,33.5,532,0,49,6.8,190,Australian Government,,,
Grape black muscatel/muscat raw,100,1.1,0.1,18.8,2.7,0,18.8,0,8,0,160,0.3,9,Australian Government,,,
Grape black sultana raw,100,1.2,0.1,14,3.3,0,14,0,3,0,150,0.2,11,Australian Government,,,
Grape cornichon raw,100,1.3,0.1,12.7,2.5,0,12.7,0,3,0,190,0.2,5,Australian Government,,,
Grape red globe raw,100,0.9,0.2,16.3,3.5,0,16.3,0,5,0,270,0.42,10,Australian Government,,,
Grape thompson seedless or sultana raw,100,0.6,0.1,15,2.3,0,15,0,4,0,207,0.28,13,Australian Government,,,
Grape waltham cross raw,100,0.8,0.1,14.4,3.5,0,14.4,0,6,0,180,0.2,12,Australian Government,,,
Grapefruit peeled raw,100,0.9,0.2,4.8,1.7,0,4.8,0,4,0,120,0.2,21,Australian Government,,,
Gravy powder dry mix,100,8.9,6.2,54.7,0.1,0,0.7,48.92,6020,0,129,1.1,30,Australian Government,,,
Gravy prepared from dry powder with water,100,0.7,0.5,4.5,0,0,0.1,,502,0,11,0.1,4,Australian Government,,,
Guava Hawaiian raw,100,0.7,0.5,3.5,5.4,0,3.4,0,4,0,150,0.2,10,Australian Government,,,
Ham leg lean,100,17,2.5,2,1.8,0,0.9,37.58,1250,70,335,0.62,9,Australian Government,,,
Hamburger white roll beef patty with cheese onion pickles & sauce fast food chain,100,15.1,12.1,22.4,1.7,0,2.9,50.8,590,28,200,1.2,120,Australian Government,,,
Hamburger white roll beef patty with salad independent takeaway outlet,100,12.1,9.1,18,2.6,0,1.3,42.38,439,26,220,1.57,65,Australian Government,,,
Honey,100,0.2,0,82.1,0,0,82.1,0,14,0,62,0.2,8,Australian Government,,,
Hot dog bread roll frankfurt & sauce filling,100,10.6,8.7,26.1,2.3,0,3.7,,615,23,126,1.72,43,Australian Government,,,
Ice confection stick milk-based various flavours,100,2.9,5.3,19.8,0.2,0,19.8,71.5,40,12,150,0.08,88,Australian Government,,,
Ice confection stick or tub fruit juice or fruit flavoured,100,0.2,0.1,18.7,0,0,18.7,0,6,0,33,0.21,3,Australian Government,,,
Ice confection stick water-based various flavours,100,0.2,0,17.1,0,0,17.1,0,6,0,3,0.07,2,Australian Government,,,
Ice cream vanilla flavour regular fat,100,3.7,10.6,20.5,0,0,18.4,71.5,48,35,142,0.1,93,Australian Government,,,
Jackfruit peeled raw,100,2.2,0.3,16.7,3,0,16.3,43.92,3,0,350,0.8,18,Australian Government,,,
Jam berry,100,0.3,0,67.3,1.6,0,67.2,0,12,0,56,0.3,8,Australian Government,,,
Jam plum,100,0.2,0,64.4,0.9,0,64.3,0,14,0,84,0.2,5,Australian Government,,,
Jam stone fruit,100,0.2,0,64.4,0.9,0,64.3,0,14,0,84,0.2,5,Australian Government,,,
Jelly crystals sugar sweetened all flavours,100,7.1,0,90.7,0,0,90.7,0,520,0,4,0.1,4,Australian Government,,,
Jelly sugar sweetened all flavours prepared,100,1,0,13.2,0,0,13.2,,78,0,1,0.02,2,Australian Government,,,
Juice apple & blackcurrant commercial,100,0.2,0,9.3,0,0,9.3,0,6,0,94,0,5,Australian Government,,,
Juice apple commercial added vitamin C,100,0.2,0,7,0.2,0,7,0,6,0,120,0.05,6,Australian Government,,,
Juice lemon,100,0.6,0.2,1.8,2.5,0,1.8,,2,0,120,0.3,20,Australian Government,,,
Juice lime,100,0.8,0.2,1.2,4.1,0,1.2,,3,0,150,0.3,22,Australian Government,,,
Juice orange & mango commercial,100,0.6,0,7.7,0.2,0,7.7,0,4,0,160,0,9,Australian Government,,,
Juice orange commercial,100,0.8,0,5.4,0.3,0,5.4,0,2,0,145,0.04,7,Australian Government,,,
Kale raw,100,4.3,0.1,5.2,3.6,0,2.3,18.92,38,0,491,1.47,150,Australian Government,,,
Kangaroo loin fillet raw,100,21.4,0.9,0,0,0,0,31.48,40,65,350,3.4,3,Australian Government,,,
Kangaroo rump raw,100,20.3,0.8,0,0,0,0,32.12,47,57,320,2.3,3,Australian Government,,,
Kangaroo tail cooked no added fat,100,24.4,1.3,0,0,0,0,,145,146,205,2.07,14,Australian Government,,,
Kangaroo tail raw,100,20,1.1,0,0,0,0,28.9,140,120,210,1.7,13,Australian Government,,,
Kingfish yellowtail aquacultured fillet with skin raw,100,22.9,12.7,0,0,0,0,26.82,36,70,388,0.47,117,Australian Government,,,
Kingfish yellowtail aquacultured fillet with skin steamed no added fat,100,27.2,15.1,0,0,0,0,,36,83,393,0.56,139,Australian Government,,,
Kiwifruit gold peeled raw,100,1.2,0.5,11.1,1.8,0,10.9,0,3,0,306,0.21,18,Australian Government,,,
Kiwifruit green hayward peeled raw,100,1.2,0.7,9.1,3,0,8.8,31.56,2,0,279,0.26,28,Australian Government,,,
Kohlrabi peeled fresh raw,100,3.7,0.1,4.2,3.3,0,4.2,0,16,0,510,0.7,25,Australian Government,,,
Lamb all cuts separable fat cooked,100,16.2,53.4,0,0,0,0,48.57,28,74,110,0.67,6,Australian Government,,,
Lamb all cuts separable fat raw,100,10.8,57.6,0,0,0,0,46.9,22,62,91,0.41,5,Australian Government,,,
Lamb boneless dice or strips lean raw,100,21.6,4.7,0,0,0,0,,53,78,340,2.2,5,Australian Government,,,
Lamb boneless dice or strips untrimmed raw,100,21.3,6,0,0,0,0,,52,78,334,2.16,5,Australian Government,,,
Lamb boneless fillet or loin lean raw,100,20.3,4,0,0,0,0,,69,66,365,2,5,Australian Government,,,
Lamb boneless fillet or loin untrimmed raw,100,19.9,6.1,0,0,0,0,,67,66,354,1.94,5,Australian Government,,,
Lamb chop with bone chump lean raw,100,22.5,4.3,0,0,0,0,35.43,65,65,350,3.1,6,Australian Government,,,
Lamb chop with bone chump semi-trimmed raw,100,21.1,10.6,0,0,0,0,,60,65,319,2.78,6,Australian Government,,,
Lamb chop with bone chump untrimmed raw,100,19.6,17.5,0,0,0,0,,54,64,286,2.43,6,Australian Government,,,
Lamb chop with bone forequarter lean raw,100,20.5,5.7,0,0,0,0,38.15,72,60,330,1.6,10,Australian Government,,,
Lamb chop with bone forequarter semi-trimmed raw,100,18.2,17.9,0,0,0,0,,60,60,274,1.32,9,Australian Government,,,
Lamb chop with bone forequarter untrimmed raw,100,17.4,22.4,0,0,0,0,,56,61,253,1.22,8,Australian Government,,,
Lamb chop with bone loin or chump lean raw,100,25.6,4.6,0,0,0,0,,68,69,340,2.5,7,Australian Government,,,
Lamb chop with bone loin or chump semi-trimmed raw,100,23.9,10.8,0,0,0,0,,63,68,311,2.26,7,Australian Government,,,
Lamb chop with bone loin or chump untrimmed raw,100,20.8,20.9,0,0,0,0,,54,67,264,1.89,7,Australian Government,,,
Lamb cutlet or frenched cutlet with bone lean raw,100,20.9,6.2,0,0,0,0,39.36,64,67,350,2.1,9,Australian Government,,,
Lamb cutlet or frenched cutlet with bone semi-trimmed raw,100,19.1,15.3,0,0,0,0,,57,66,304,1.8,9,Australian Government,,,
Lamb cutlet or frenched cutlet with bone untrimmed raw,100,18.6,17.8,0,0,0,0,,54,66,291,1.72,8,Australian Government,,,
Lamb diced lean raw,100,21.3,5.2,0,0,0,0,38.15,53,78,340,2.2,5,Australian Government,,,
Lamb diced untrimmed raw,100,21.1,6.2,0,0,0,0,,52,78,335,2.17,5,Australian Government,,,
Lamb eye of loin lean microwaved no added fat,100,26.8,5.6,0,0,0,0,52.3,63,81,330,2.3,9,Australian Government,,,
Lamb eye of loin lean raw,100,20.8,3.9,0,0,0,0,50.2,69,62,360,1.9,5,Australian Government,,,
Lamb eye of loin untrimmed microwaved no added fat,100,26.6,6.5,0,0,0,0,,62,81,326,2.27,9,Australian Government,,,
Lamb eye of loin untrimmed raw,100,20.6,5.3,0,0,0,0,,68,62,353,1.86,5,Australian Government,,,
Lamb fillet lean raw,100,19.8,4,0,0,0,0,50.2,69,70,370,2.1,5,Australian Government,,,
Lamb fillet untrimmed raw,100,19.3,6.9,0,0,0,0,,66,70,355,2.01,5,Australian Government,,,
Lamb leg roast lean raw,100,21.1,3.2,0,0,0,0,35.43,68,71,350,2.1,6,Australian Government,,,
Lamb leg roast lean roasted no added fat,100,30.6,6,0,0,0,0,38.71,65,80,310,2.6,6,Australian Government,,,
Lamb leg roast semi-trimmed raw,100,20.4,7,0,0,0,0,,65,70,332,1.98,6,Australian Government,,,
Lamb leg roast semi-trimmed roasted no added fat,100,29.7,9.1,0,0,0,0,,63,80,297,2.47,6,Australian Government,,,
Lamb leg roast untrimmed raw,100,19.4,12.3,0,0,0,0,,60,69,306,1.82,6,Australian Government,,,
Lamb leg roast untrimmed roasted no added fat,100,28.5,12.8,0,0,0,0,,60,79,281,2.32,6,Australian Government,,,
Lamb loin chop lean raw,100,28.6,5,0,0,0,0,39.36,71,73,330,1.9,8,Australian Government,,,
Lamb loin chop semi-trimmed raw,100,26.6,10.9,0,0,0,0,,65,72,303,1.73,8,Australian Government,,,
Lamb loin chop untrimmed raw,100,22.1,24.4,0,0,0,0,,53,69,242,1.35,7,Australian Government,,,
Lamb mince raw,100,20.4,6.9,0,0,0,0,35.43,57,60,270,1.77,13,Australian Government,,,
Lamb mini roast lean roasted no added fat,100,27.8,5.6,0,0,0,0,38.71,58,85,270,2.7,5,Australian Government,,,
Lamb mini roast semi-trimmed roasted no added fat,100,27.1,8.6,0,0,0,0,,56,84,260,2.57,5,Australian Government,,,
Lamb mini roast untrimmed roasted no added fat,100,26.5,11,0,0,0,0,,55,84,252,2.47,5,Australian Government,,,
Lamb roasting piece leg or mini roast lean raw,100,21.5,4,0,0,0,0,,66,70,325,2.15,5,Australian Government,,,
Lamb roasting piece leg or mini roast lean roasted no added fat,100,29.2,5.8,0,0,0,0,,62,82,290,2.65,5,Australian Government,,,
Lamb roasting piece leg or mini roast semi-trimmed raw,100,20.8,7.6,0,0,0,0,,63,70,309,2.03,5,Australian Government,,,
Lamb roasting piece leg or mini roast semi-trimmed roasted no added fat,100,28.4,8.8,0,0,0,0,,59,82,278,2.52,5,Australian Government,,,
Lamb roasting piece leg or mini roast untrimmed raw,100,19.9,12.1,0,0,0,0,,59,69,289,1.89,5,Australian Government,,,
Lamb roasting piece leg or mini roast untrimmed roasted no added fat,100,27.5,11.9,0,0,0,0,,57,81,267,2.4,5,Australian Government,,,
Lamb roasting piece shoulder lean raw,100,18.2,4.3,0,0,0,0,38.15,53,54,340,2.2,7,Australian Government,,,
Lamb roasting piece shoulder lean roasted no added fat,100,29.6,5.4,0,0,0,0,41.19,69,86,280,2.2,6,Australian Government,,,
Lamb roasting piece shoulder semi-trimmed raw,100,17.3,10.9,0,0,0,0,,49,55,309,1.98,7,Australian Government,,,
Lamb roasting piece shoulder semi-trimmed roasted no added fat,100,28.3,10.2,0,0,0,0,,65,85,263,2.05,6,Australian Government,,,
Lamb roasting piece shoulder untrimmed raw,100,16.5,16.6,0,0,0,0,,46,56,283,1.79,6,Australian Government,,,
Lamb roasting piece shoulder untrimmed roasted no added fat,100,26.2,17.5,0,0,0,0,,59,83,237,1.81,6,Australian Government,,,
Lamb steak boneless lean raw,100,21.9,4.7,0,0,0,0,35.43,63,70,300,2.2,4,Australian Government,,,
Lamb steak boneless semi-trimmed raw,100,21.2,8.2,0,0,0,0,,60,69,286,2.08,4,Australian Government,,,
Lamb steak boneless untrimmed raw,100,20.4,11.8,0,0,0,0,,58,69,272,1.96,4,Australian Government,,,
Lamb stir-fry strips lean raw,100,21.9,4.2,0,0,0,0,35.43,53,78,340,2.2,5,Australian Government,,,
Lamb stir-fry strips untrimmed raw,100,21.6,5.7,0,0,0,0,,52,78,333,2.15,5,Australian Government,,,
Lamb with bone shin lean raw,100,23.9,1.9,0,0,0,0,46.9,110,71,350,1.9,15,Australian Government,,,
Lamb with bone shin semi-trimmed raw,100,22.9,6.2,0,0,0,0,,103,70,330,1.79,14,Australian Government,,,
Lamb with bone shin untrimmed raw,100,21.7,11.3,0,0,0,0,,95,69,306,1.65,13,Australian Government,,,
Lasagne beef homemade,100,10.4,7.7,15.1,1.1,0,2.2,,156,30,233,0.78,89,Australian Government,,,
Leek fresh raw,100,2.1,0.4,3.7,3.1,0,3.7,0,17,0,260,0.7,33,Australian Government,,,
Lemon peel raw,100,1.5,0.3,0,10.6,0,0,28.06,6,0,160,0.8,134,Australian Government,,,
Lemon peeled raw,100,0.6,0.2,1.8,2.5,0,1.8,0,2,0,120,0.3,20,Australian Government,,,
Lemon preserved,100,0.7,0.2,1.3,3.5,0,1.3,,4449,0,115,0.35,40,Australian Government,,,
Lentil French hulled dry,100,28.3,2,38.8,15,0,1,15,2,0,670,5.4,55,Australian Government,,,
Lentil green hulled dry,100,25.3,1.7,40.9,14.6,0,1.5,17.6,13,0,670,5.6,56,Australian Government,,,
Lentil hulled dry,100,25.5,1.9,41.8,14.4,0,1.7,,6,0,670,6.7,60,Australian Government,,,
Lentil red hulled dry,100,23,1.9,45.7,13.7,0,2.7,15.8,2,0,670,9.1,70,Australian Government,,,
Lettuce cos raw,100,1.4,0.3,1.8,1.8,0,1.8,0,18,0,210,0.7,20,Australian Government,,,
Lettuce iceberg raw,100,0.9,0.1,0.4,1.4,0,0.4,0,24,0,187,0.55,18,Australian Government,,,
Lettuce mignonette raw,100,1.3,0.3,1.1,1.4,0,1.1,0,18,0,230,1.1,20,Australian Government,,,
Lime native fruit,100,0.1,2.7,0.4,3.6,0,0.4,47.4,4,0,83,0,32,Australian Government,,,
Lime peeled raw,100,0.8,0.2,1.2,4.1,0,1.2,0,3,0,150,0.3,22,Australian Government,,,
Liquorice allsorts,100,1.9,0.3,90,1.2,0,74.7,,48,0,425,3.52,113,Australian Government,,,
Liquorice black,100,4.9,0.8,74.9,3,0,36.8,75.9,120,0,1060,8.8,280,Australian Government,,,
Liquorice chocolate-coated,100,5.7,9.7,69.2,2.8,0,42.1,,104,6,870,6.59,272,Australian Government,,,
Lobster southern rock wild flesh raw,100,20.2,0.7,0,0,0,0,29.26,283,236,364,0,57,Australian Government,,,
Lolly hard varieties,100,0,0,98.4,0,0,93.2,0,250,0,3,0.1,71,Australian Government,,,
Lolly jelly varieties,100,5.3,0,79.7,0,0,50.6,0,110,0,7,0.6,6,Australian Government,,,
Lolly mint flavoured sugar sweetened,100,0.1,2,93.3,0,0,74.3,11,48,0,3,0,1,Australian Government,,,
Loquat peeled raw,100,1,0.2,4.9,1.7,0,4.9,0,2,0,180,0.5,13,Australian Government,,,
Lupin dehulled flakes uncooked,100,40.4,7.7,10,27,0,3.6,17.17,50,0,715,4,81,Australian Government,,,
Lupin dehulled splits uncooked,100,41,7.9,10,27.8,0,2.8,17.17,50,0,730,4.3,84,Australian Government,,,
Lupin whole uncooked,100,31.3,6.5,7.4,41.5,0,2.3,17.17,50,0,570,3.9,211,Australian Government,,,
Lychee peeled raw,100,1.1,0.1,16.2,1.3,0,16.2,0,1,0,150,0.5,2,Australian Government,,,
Mackerel raw,100,19.3,6.3,0,0,0,0,35.86,59,76,446,0.44,11,Australian Government,,,
Mackerel steamed no added fat,100,23,7.5,0,0,0,0,,60,90,451,0.52,13,Australian Government,,,
Maize grits uncooked,100,8.9,1.3,73.3,2.7,0,0,15.4,0,0,428,0.4,1,Australian Government,,,
Mandarin canned in syrup,100,0.4,0.1,13.5,0.6,0,13.4,,5,0,72,0.36,7,Australian Government,,,
Mandarin canned in syrup drained,100,0.5,0.2,13.8,1.1,0,13.6,0,6,0,72,0.4,9,Australian Government,,,
Mandarin canned in syrup syrup only,100,0.2,0,13.2,0,0,13.2,0,4,0,72,0.3,5,Australian Government,,,
Mandarin peeled raw,100,0.9,0,9.8,1.6,0,9.8,0,3,0,180,0,29,Australian Government,,,
Mango peeled raw,100,0.4,0,13.4,1.3,0,12.9,0,0,0,153,0.17,9,Australian Government,,,
Mango pulped canned,100,0.4,0,14.8,1.2,0,14.3,,0,0,132,0.16,8,Australian Government,,,
Margarine spread monounsaturated 70% fat reduced salt sodium 350 mg/100 g added phytosterols,100,0.7,75.9,0,0,0,0,22.9,356,0,18,0.01,3,Australian Government,,,
Margarine spread monounsaturated 80% fat rice bran oil unfortified,100,0.3,81,0,0,0,0,28.25,580,0,20,0,7,Australian Government,,,
Margarine spread monounsaturated greater than 65% fat,100,0.5,67.3,0,0,0,0,23.1,795,0,20,0,7,Australian Government,,,
Margarine spread monounsaturated greater than 65% fat reduced salt sodium 360 mg/100 g,100,1,68.9,0,0,0,0,24.05,362,0,18,0.01,3,Australian Government,,,
Margarine spread monounsaturated reduced fat 55% fat & salt sodium 380 mg/100 g,100,1,51.5,0,0,0,0,23.4,338,0,18,0.01,3,Australian Government,,,
Margarine spread monounsaturated reduced fat less than 65% fat,100,0.5,63.1,0,0,0,0,22.75,592,0,64,0.01,3,Australian Government,,,
Margarine spread olive oil blend 65% fat reduced salt sodium 360mg/100 g,100,1,64.6,0,0,0,0,26.42,355,0,41,0.01,3,Australian Government,,,
Margarine spread polyunsaturated 70% fat,100,0,69,0,0,0,0,22.44,562,0,24,0,7,Australian Government,,,
Margarine spread polyunsaturated 70% fat reduced salt sodium 280 mg/100 g,100,1,70.8,0,0,0,0,25.62,283,0,18,0.01,3,Australian Government,,,
Marmalade orange,100,0.1,0,65.5,0.8,0,65.4,0,33,0,27,0.3,15,Australian Government,,,
Mayonnaise low fat commercial,100,0.5,2.7,26.4,0,0,20.5,13.8,678,24,16,0.3,8,Australian Government,,,
Mayonnaise traditional greater than 70% fat commercial,100,0.9,76.7,2.7,0,0,2.5,13.92,468,32,16,0.3,8,Australian Government,,,
Melon bitter fresh raw,100,0.9,0,0.2,3.3,0,0.1,0,3,0,260,0.9,22,Australian Government,,,
Melon hairy fresh raw,100,0.7,0,2,2.1,0,1.7,0,2,0,250,0.3,12,Australian Government,,,
Melon honey dew white skin peeled raw,100,0.7,0.3,7.1,1,0,7.1,0,44,0,160,0.3,39,Australian Government,,,
Melon honey dew yellow skin peeled raw,100,0.8,0.3,4.4,0.9,0,4.4,0,40,0,150,0.4,38,Australian Government,,,
Melon rockmelon peeled raw,100,0.5,0.1,4.7,1,0,4.7,0,14,0,215,0.24,7,Australian Government,,,
Melon watermelon peeled raw,100,0.6,0,7.3,0.4,0,7,0,3,0,122,0.1,5,Australian Government,,,
Meringue all flavours commercial,100,2.6,1.4,90.1,0,0,89.4,11.55,40,0,32,0,3,Australian Government,,,
Milk cow canned evaporated reduced fat approximately 2% fat,100,7.9,2.1,10.6,0,0,10.6,67.87,104,10,348,0.3,266,Australian Government,,,
Milk cow canned evaporated regular,100,7.7,8.2,10,0,0,10,67.87,104,24,340,0.15,256,Australian Government,,,
Milk cow canned sweetened condensed regular,100,8.3,9.2,55,0,0,55,69.4,106,31,357,0.15,268,Australian Government,,,
Milk cow fluid lactose free reduced fat 1% fat,100,3.4,1.2,5,0.1,0,4.8,71.3,41,5,150,0,117,Australian Government,,,
Milk cow fluid lactose free regular fat 3.5% fat,100,3.1,3.2,4.7,0,0,4.5,71.3,35,11,150,0,110,Australian Government,,,
Milk cow fluid reduced fat 1.5% fat added omega 3 polyunsaturates,100,4.5,1.4,5.1,0,0,5.1,36.05,40,5,200,0.44,110,Australian Government,,,
Milk cow fluid reduced fat 1% fat,100,3.6,1.2,5,0,0,5,69.45,36,5,160,0.01,116,Australian Government,,,
Milk cow fluid regular fat 3.5% fat,100,3.4,3.4,6,0,0,6,67.79,35,10,139,0.03,104,Australian Government,,,
Milk cow fluid regular fat 3.5% fat added omega 3 polyunsaturates,100,3.1,3.2,5.1,0,0,5.1,68.9,40,5,200,0.44,110,Australian Government,,,
Milk cow fluid skim 0.15% fat,100,3.6,0,5.3,0,0,5.3,67.87,38,3,160,0,115,Australian Government,,,
Milk cow fluid skim 0.15% fat added milk solids,100,4.2,0,6.3,0,0,6.3,,46,3,193,0,135,Australian Government,,,
Milk human/breast mature fluid,100,1.3,4.2,6.8,0,0,6.8,47.89,17,14,51,0.03,32,Australian Government,,,
Milk powder cow regular fat added vitamins A & D,100,25.3,27.3,43,0,0,43,70.8,310,110,1300,0,850,Australian Government,,,
Milk powder cow regular fat unfortified,100,25.3,27.3,43,0,0,43,70.8,310,110,1300,0,850,Australian Government,,,
Milk powder cow skim,100,34.9,0.8,56,0,0,56,67.7,420,29,1800,0,1100,Australian Government,,,
Milkfish aquacultured flesh raw,100,23.4,10.7,0,0,0,0,39.22,84,74,347,0.4,19,Australian Government,,,
Milkfish aquacultured flesh steamed no added fat,100,27.9,12.8,0,0,0,0,,85,88,351,0.48,22,Australian Government,,,
Millet uncooked,100,11.2,3.5,67.4,3.7,0,0.6,11.4,1,0,195,5.2,8,Australian Government,,,
Mineral water citrus flavoured,100,0,0,9.3,0,0,9.3,0,15,0,5,0.06,5,Australian Government,,,
Mineral water natural unflavoured,100,0,0,0,0,0,0,0,8,0,1,0,6,Australian Government,,,
Mint fresh raw,100,3.1,1.1,4.4,7.2,0,0.9,29.1,28,0,380,3.6,210,Australian Government,,,
Mixed dried fruit,100,2.5,0.6,65.1,3.7,0,62.4,,18,0,733,1.58,57,Australian Government,,,
Morwong fillet raw,100,19.4,5.8,0,0,0,0,38.1,89,63,388,0.4,55,Australian Government,,,
Morwong fillet steamed no added fat,100,23,3.7,0,0,0,0,41.1,86,70,381,0.4,24,Australian Government,,,
Muesli toasted added dried fruit & nuts unfortified,100,8.9,13.3,56.6,11.4,0,21.7,19.66,33,0,380,4.6,56,Australian Government,,,
Muesli untoasted or natural style added dried fruit unfortified,100,10.8,10.8,59.2,9.4,0,18.7,27.3,41,0,440,4.2,57,Australian Government,,,
Muffin cake-style berry commercial,100,5.2,15.7,44.4,1.9,0,26.1,24.69,367,41,120,1.2,110,Australian Government,,,
Muffin cake-style chocolate chip commercial,100,6.4,17.7,48.1,1.4,0,29.5,21.7,344,24,152,1.2,110,Australian Government,,,
Muffin English style from white flour,100,10.1,2.1,38.7,3.2,0,1.7,18.5,418,0,130,1.1,170,Australian Government,,,
Muffin English style from white flour added dried fruit toasted,100,9.8,2,45.2,3.6,0,10.3,,392,0,225,1.27,169,Australian Government,,,
Muffin English style from white flour toasted,100,11,2.3,42.1,3.4,0,1.8,,454,0,141,1.2,185,Australian Government,,,
Mulberry raw,100,2.2,0.2,4.3,2.2,0,4.3,0,6,0,310,0.3,20,Australian Government,,,
Mullet yelloweye fillet raw,100,19.2,6,0,0,0,0,49.4,131,95,309,0.4,53,Australian Government,,,
Mullet yelloweye fillet steamed no added fat,100,22,5,0,0,0,0,44.5,144,91,284,0.6,40,Australian Government,,,
Mulloway flesh raw,100,20.6,2.3,0,0,0,0,37.6,54,63,332,0.4,26,Australian Government,,,
Mulloway flesh steamed no added fat,100,23.2,3.9,0,0,0,0,38.9,63,83,353,0.6,30,Australian Government,,,
Mushroom common fresh raw,100,2.3,0.4,0,1.4,0,0,24.6,9,0,360,0.45,3,Australian Government,,,
Mushroom common vitamin D enhanced fresh raw,100,2.3,0.4,0,1.4,0,0,24.6,9,0,360,0.45,3,Australian Government,,,
Mussel blue steamed,100,16,2.3,4.7,0,0,0,26.43,353,94,131,2.97,173,Australian Government,,,
Mustard cream style,100,5.8,3.1,6.2,4.1,0,3.6,4.9,1420,0,160,2,83,Australian Government,,,
Mustard powder,100,29.4,39.5,17.2,5,0,5,5.3,3,0,650,7,160,Australian Government,,,
Mutton all cuts separable fat cooked,100,10.7,67.9,0,0,0,0,43.89,64,77,310,3.4,8,Australian Government,,,
Mutton all cuts separable fat raw,100,8.2,64.4,0,0,0,0,46.61,33,78,130,0.77,10,Australian Government,,,
Mutton boneless dice or strips shoulder lean raw,100,21.3,4.2,0,0,0,0,40.78,61,76,280,2.2,5,Australian Government,,,
Mutton boneless dice or strips shoulder semi-trimmed raw,100,20.3,9,0,0,0,0,,59,76,268,2.09,5,Australian Government,,,
Mutton boneless dice or strips shoulder untrimmed raw,100,20,10.2,0,0,0,0,,58,76,265,2.06,5,Australian Government,,,
Mutton roasting piece with bone leg lean raw,100,21.6,3.8,0,0,0,0,37.72,80,56,340,4.3,8,Australian Government,,,
Mutton roasting piece with bone leg lean roasted no added fat,100,29.8,7.7,0,0,0,0,38.52,56,63,280,3.4,8,Australian Government,,,
Mutton roasting piece with bone leg semi-trimmed raw,100,20.8,7.6,0,0,0,0,,77,57,327,4.08,8,Australian Government,,,
Mutton roasting piece with bone leg semi-trimmed roasted no added fat,100,28.5,11.7,0,0,0,0,,57,64,282,3.4,8,Australian Government,,,
Mutton roasting piece with bone leg untrimmed raw,100,19.6,12.9,0,0,0,0,,73,59,309,3.77,8,Australian Government,,,
Mutton roasting piece with bone leg untrimmed roasted no added fat,100,26.8,17.2,0,0,0,0,,57,65,285,3.4,8,Australian Government,,,
Nectarine yellow unpeeled raw,100,1.2,0.1,8,2,0,8,0,0,0,237,0.13,9,Australian Government,,,
Noodle snack wheat flavoured dry,100,4.7,23.6,65.5,1.7,0,1.6,49.5,938,0,183,1.98,23,Australian Government,,,
Noodle soba dry,100,11.9,1.3,71.2,5.3,0,0,25.3,563,0,132,2.55,29,Australian Government,,,
Noodle wheat fresh soaked drained,100,6.3,1,26.5,1.7,0,0,47.5,100,0,19,0.41,13,Australian Government,,,
